3555,chernobyl,Chernobyl
3556,zhytomyr,Zhytomyr
3557,horlivka,Horlivka
3558,kramatorsk,Kramatorsk
3559,lysychansk,Lysychansk
3560,melitopol,Melitopol
3561,chernihiv,Chernihiv
3562,nizhyn,Nizhyn
3563,berdyansk,Berdyansk
3564,kovel,Kovel
3565,kupyansk,Kupyansk
3566,nikopol,Nikopol
3567,rivne,Rivne
3568,uman,Uman
3569,drohobych,Drohobych
3570,konotop,Konotop
3571,voznesensk,Voznesensk
3572,korosten,Korosten
3573,kamyanetspodilskyy,Kamyanets-Podilskyy
3574,shostka,Shostka
3575,kryvyyrih,Kryvyy Rih
3576,izmayil,Izmayil
3577,bilatserkva,Bila Tserkva
3578,brovary,Brovary
3579,sevastopol,Sevastopol'
3580,kremenchuk,Kremenchuk
3581,kirovohrad,Kirovohrad
3582,dnipro,Dnipro
3583,illichivsk,Illichivsk
3584,rukungiri,Rukungiri
3585,kanungu,Kanungu
3586,katwe,Katwe
3587,kumi,Kumi
3588,bugiri,Bugiri
3589,kasese,Kasese
3590,kibale,Kibale
3591,kiboga,Kiboga
3592,bushenyi,Bushenyi
3593,hoima,Hoima
3594,kayunga,Kayunga
3595,jinja,Jinja
3596,nakapiripirit,Nakapiripirit
3597,kyenjojo,Kyenjojo
3598,kalangala,Kalangala
3599,mukono,Mukono
3600,sembabule,Sembabule
3601,kamwenge,Kamwenge
3602,wakiso,Wakiso
3603,ntungamo,Ntungamo
3604,nakasongola,Nakasongola
3605,kabale,Kabale
3606,masindi,Masindi
3607,rakai,Rakai
3608,isingiro,Isingiro
3609,masindiport,Masindi-Port
3610,zombo,Zombo
3611,pallisa,Pallisa
3612,luwero,Luwero
3613,kotido,Kotido
3614,lira,Lira
3615,mubende,Mubende
3616,buikwe,Buikwe
3617,lamwo,Lamwo
3618,agago,Agago
3619,napak,Napak
3620,luukatown,Luuka Town
3621,otuke,Otuke
3622,alebtong,Alebtong
3623,amuria,Amuria
3624,kole,Kole
3625,oyam,Oyam
3626,abim,Abim
3627,kaabong,Kaabong
3628,binyin,Binyin
3629,bulambuli,Bulambuli
3630,bududa,Bududa
3631,amudat,Amudat
3632,bukwa,Bukwa
3633,kapchorwa,Kapchorwa
3634,masaka,Masaka
3635,mbale,Mbale
3636,mbarara,Mbarara
3637,tororo,Tororo
3638,sironko,Sironko
3639,rubirizi,Rubirizi
3640,mitoma,Mitoma
3641,ntoroko,Ntoroko
3642,kanoni,Kanoni
3643,kibingo,Kibingo
3644,nakaseke,Nakaseke
3645,ibanda,Ibanda
3646,namayingo,Namayingo
3647,kitamilo,Kitamilo
3648,kyegegwa,Kyegegwa
3649,lwengo,Lwengo
3650,bukomansimbi,Bukomansimbi
3651,kalungu,Kalungu
3652,kiruhura,Kiruhura
3653,lyantonde,Lyantonde
3654,buyende,Buyende
3655,ngora,Ngora
3656,kibuku,Kibuku
3657,buhweju,Buhweju
3658,bukedea,Bukedea
3659,kampala,Kampala
3660,nebbi,Nebbi
3661,bombo,Bombo
3662,koboko,Koboko
3663,arua,Arua
3664,maracha,Maracha
3665,yumbe,Yumbe
3666,bulisa,Bulisa
3667,kiryandongo,Kiryandongo
3668,gulu,Gulu
3669,adjumani,Adjumani
3670,moyo,Moyo
3671,nwoya,Nwoya
3672,amuru,Amuru
3673,kisoro,Kisoro
3674,kitgum,Kitgum
3675,pader,Pader
3676,katakwi,Katakwi
3677,entebbe,Entebbe
3678,moroto,Moroto
3679,mayuge,Mayuge
3680,mityana,Mityana
3681,bundibugyo,Bundibugyo
3682,fortportal,Fort Portal
3683,manafwa,Manafwa
3684,namutumba,Namutumba
3685,butaleja,Butaleja
3686,kaliro,Kaliro
3687,gombe,Gombe
3688,soroti,Soroti
3689,amolatar,Amolatar
3690,apac,Apac
3691,mpigi,Mpigi
3692,kamuli,Kamuli
3693,iganga,Iganga
3694,kyankwanzi,Kyankwanzi
3695,busia,Busia
3696,kagadi,Kagadi
3697,mparo,Mparo
3698,bupoto,Bupoto
3699,butebo,Butebo
3700,kakumiro,Kakumiro
3701,kibiito,Kibiito
3702,pakwach,Pakwach
3703,palenga,Palenga
3704,rubanda,Rubanda
3705,kasaali,Kasaali
3706,dokolo,Dokolo
3707,serere,Serere
3708,kaberamaido,Kaberamaido
3709,trinidad,Trinidad
3710,pasodelostoros,Paso de los Toros
3711,santalucia,Santa Lucia
3712,tranqueras,Tranqueras
3713,montevideo,Montevideo
3714,vergara,Vergara
3715,josebatlleyordonez,Jose Batlle y Ordonez
3716,lapaloma,La Paloma
3717,castillos,Castillos
3718,lascano,Lascano
3719,puntadeleste,Punta del Este
3720,aigua,Aigua
3721,carmelo,Carmelo
3722,artigas,Artigas
3723,canelones,Canelones
3724,durazno,Durazno
3725,florida,Florida
3726,fraybentos,Fray Bentos
3727,maldonado,Maldonado
3728,melo,Melo
3729,mercedes,Mercedes
3730,minas,Minas
3731,paysandu,Paysandu
3732,rivera,Rivera
3733,rocha,Rocha
3734,salto,Salto
3735,tacuarembo,Tacuarembo
3736,treintaytres,Treinta y Tres
3737,trinidad,Trinidad
3738,bellaunion,Bella Union
3739,baltasarbrum,Baltasar Brum
3740,sanjosedemayo,San Jose de Mayo
3741,coloniadelsacramento,Colonia del Sacramento
3742,urgut,Urgut
3743,qoqon,Qoqon
3744,iskandar,Iskandar
3745,shahrisabz,Shahrisabz
3746,olmaliq,Olmaliq
3747,samarqand,Samarqand
3748,fargona,Fargona
3749,chirchiq,Chirchiq
3750,angren,Angren
3751,guliston,Guliston
3752,qunghirot,Qunghirot
3753,tashkent,Tashkent
3754,muynoq,Muynoq
3755,jizzax,Jizzax
3756,bukhara,Bukhara
3757,khiwa,Khiwa
3758,nukus,Nukus
3759,kogon,Kogon
3760,khujayli,Khujayli
3761,zarafshon,Zarafshon
3762,navoi,Navoi
3763,chimboy,Chimboy
3764,andijon,Andijon
3765,urgentch,Urgentch
3766,namangan,Namangan
3767,navoiy,Navoiy
3768,qarshi,Qarshi
3769,termiz,Termiz
3770,denow,Denow
3771,kattaqorgon,Kattaqorgon
3772,kingstown,Kingstown
3773,anaco,Anaco
3774,machiques,Machiques
3775,laesmeralda,La Esmeralda
3776,chaguaramas,Chaguaramas
3777,santarita,Santa Rita
3778,puertocabello,Puerto Cabello
3779,eldorado,El Dorado
3780,valera,Valera
3781,upata,Upata
3782,sancarlosdelzulia,San Carlos del Zulia
3783,porlamar,Porlamar
3784,elmanteco,El Manteco
3785,ciudadguayana,Ciudad Guayana
3786,carupano,Carupano
3787,eltigre,El Tigre
3788,zaraza,Zaraza
3789,valledelapascua,Valle de la Pascua
3790,altagraciadeorituco,Altagracia de Orituco
3791,maiquetia,Maiquetia
3792,ocumaredeltuy,Ocumare del Tuy
3793,guasdualito,Guasdualito
3794,caracas,Caracas
3795,puntofijo,Punto Fijo
3796,acarigua,Acarigua
3797,puertolacruz,Puerto la Cruz
3798,carora,Carora
3799,calabozo,Calabozo
3800,cabimas,Cabimas
3801,barcelona,Barcelona
3802,barinas,Barinas
3803,barquisimeto,Barquisimeto
3804,ciudadbolivar,Ciudad Bolivar
3805,coro,Coro
3806,cumana,Cumana
3807,guanare,Guanare
3808,laguaira,La Guaira
3809,losteques,Los Teques
3810,maracaibo,Maracaibo
3811,maracay,Maracay
3812,maturin,Maturin
3813,merida,Merida
3814,sancarlos,San Carlos
3815,sancristobal,San Cristobal
3816,sanfelipe,San Felipe
3817,sanfernandodeapure,San Fernando de Apure
3818,sanjuandelosmorros,San Juan De Los Morros
3819,trujillo,Trujillo
3820,tucupita,Tucupita
3821,valencia,Valencia
3822,puertoayacucho,Puerto Ayacucho
3823,laasuncion,La Asuncion
3824,roadtown,Road Town
3825,quangtri,Quang Tri
3826,thanhhoa,Thanh Hoa
3827,vungtau,Vung Tau
3828,playku,Play Ku
3829,camranh,Cam Ranh
3830,dongha,Dong Ha
3831,baclieu,Bac Lieu
3832,luanchau,Luan Chau
3833,mytho,My Tho
3834,bacgiang,Bac Giang
3835,bacninh,Bac Ninh
3836,quangngai,Quang Ngai
3837,longxuyen,Long Xuyen
3838,backan,Bac Kan
3839,thaibinh,Thai Binh
3840,namdinh,Nam Dinh
3841,thanhphobaria,Thanh Pho Ba Ria
3842,laochi,Lao Chi
3843,tuyenquang,Tuyen Quang
3844,danang,Da Nang
3845,vinhyen,Vinh Yen
3846,hoabinh,Hoa Binh
3847,kontum,Kon Tum
3848,thanhphophuly,Thanh Pho Phu Ly
3849,sontay,Son Tay
3850,hanoi,Hanoi
3851,caobang,Cao Bang
3852,hagiang,Ha Giang
3853,dalat,Da Lat
3854,haiphong,Haiphong
3855,langson,Lang Son
3856,hungyen,Hung Yen
3857,honggai,Hong Gai
3858,campha,Cam Pha
3859,buonmethuot,Buon Me Thuot
3860,sonla,Son La
3861,ninhbinh,Ninh Binh
3862,chaudoc,Chau Doc
3863,thainguyen,Thai Nguyen
3864,haiduong,Hai Duong
3865,tuyhoa,Tuy Hoa
3866,vinh,Vinh
3867,yenbai,Yen Bai
3868,tamky,Tam Ky
3869,gianghia,Gia Nghia
3870,danang,Da Nang
3871,hochiminhcity,Ho Chi Minh City
3872,dalat,Da Lat
3873,nhatrang,Nha Trang
3874,caolanh,Cao Lanh
3875,donghoi,Dong Hoi
3876,vinhlong,Vinh Long
3877,trucgiang,Truc Giang
3878,rachgia,Rach Gia
3879,soctrang,Soc Trang
3880,cantho,Can Tho
3881,dongxoai,Dong Xoai
3882,honquan,Hon Quan
3883,hue,Hue
3884,vithanh,Vi Thanh
3885,viettri,Viet Tri
3886,bienhoa,Bien Hoa
3887,hatinh,Ha Tinh
3888,kontum,Kon Tum
3889,phanrang,Phan Rang
3890,phanthiet,Phan Thiet
3891,tanan,Tan An
3892,camau,Ca Mau
3893,travinh,Tra Vinh
3894,quinhon,Qui Nhon
3895,thudaumot,Thu Dau Mot
3896,tayninh,Tay Ninh
3897,laichau,Lai Chau
3898,dienbienphu,Dien Bien Phu
3899,portvila,Port Vila
3900,isangel,Isangel
3901,luganville,Luganville
3902,lakatoro,Lakatoro
3903,saratamata,Saratamata
3904,sola,Sola
3905,leava,Leava
3906,matautu,Mata-Utu
3907,apia,Apia
3908,afega,Afega
3909,asau,Asau
3910,leulumoega,Leulumoega
3911,safotu,Safotu
3912,safotulafai,Safotulafai
3913,lufilufi,Lufilufi
3914,mulifanua,Mulifanua
3915,saleaula,Saleaula
3916,samamea,Samamea
3917,satupaitea,Satupa`itea
3918,vailoa,Vailoa
3919,ordino,Ordino
3920,lamassana,La Massana
3921,canillo,Canillo
3922,andorra,Andorra
3923,encamp,Encamp
3924,santjuliadeloria,Sant Julia de Loria
3925,lesescaldes,Les Escaldes
3926,alfujayrah,Al Fujayrah
3927,dubai,Dubai
3928,rasalkhaymah,Ras al Khaymah
3929,ummalqaywayn,Umm al Qaywayn
3930,abudhabi,Abu Dhabi
3931,ajman,`Ajman
3932,sharjah,Sharjah
3933,alayn,Al Ayn
3934,kabul,Kabul
3935,sharan,Sharan
3936,zaranj,Zaranj
3937,lashkargah,Lashkar Gah
3938,kandahar,Kandahar
3939,tarinkowt,Tarin Kowt
3940,herat,Herat
3941,ghazni,Ghazni
3942,maidanshahr,Maidan Shahr
3943,andkhvoy,Andkhvoy
3944,polekhomri,Pol-e Khomri
3945,mazaresharif,Mazar-e Sharif
3946,sarepul,Sar-e Pul
3947,meymaneh,Meymaneh
3948,gardiz,Gardiz
3949,asadabad,Asadabad
3950,jalalabad,Jalalabad
3951,zarehsharan,Zareh Sharan
3952,mehtarlam,Mehtar Lam
3953,aybak,Aybak
3954,sheberghan,Sheberghan
3955,khost,Khost
3956,farah,Farah
3957,mahmudeeraqi,Mahmud-E Eraqi
3958,qalainaw,Qala i Naw
3959,feyzabad,Feyzabad
3960,charikar,Charikar
3961,nili,Nili
3962,bazarak,Bazarak
3963,kondoz,Kondoz
3964,qalat,Qalat
3965,taloqan,Taloqan
3966,maydashahr,Mayda Shahr
3967,balkh,Balkh
3968,baghlan,Baghlan
3969,bamian,Bamian
3970,karokh,Karokh
3971,barakibarak,Baraki Barak
3972,pulealam,Pul-e `Alam
3973,parun,Parun
3974,chaghcharan,Chaghcharan
3975,saintjohns,Saint John's
3976,thevalley,The Valley
3977,berat,Berat
3978,korce,Korce
3979,librazhd,Librazhd
3980,gjirokaster,Gjirokaster
3981,puke,Puke
3982,kruje,Kruje
3983,tepelene,Tepelene
3984,rreshen,Rreshen
3985,corovode,Corovode
3986,shkoder,Shkoder
3987,lushnje,Lushnje
3988,erseke,Erseke
3989,bajramcurri,Bajram Curri
3990,durres,Durres
3991,burrel,Burrel
3992,kukes,Kukes
3993,gramsh,Gramsh
3994,lezhe,Lezhe
3995,sarande,Sarande
3996,permet,Permet
3997,pogradec,Pogradec
3998,vlore,Vlore
3999,elbasan,Elbasan
4000,peshkopi,Peshkopi
4001,fier,Fier
4002,tirana,Tirana
4003,yerevan,Yerevan
4004,gyumri,Gyumri
4005,gavarr,Gavarr
4006,artashat,Artashat
4007,yeghegnadzor,Yeghegnadzor
4008,armavir,Armavir
4009,ijevan,Ijevan
4010,hrazdan,Hrazdan
4011,vanadzor,Vanadzor
4012,ashtarak,Ashtarak
4013,kapan,Kapan
4014,ijevan,Ijevan
4015,luiana,Luiana
4016,mavinga,Mavinga
4017,benguela,Benguela
4018,cangamba,Cangamba
4019,cabinda,Cabinda
4020,xangongo,Xangongo
4021,lubango,Lubango
4022,huambo,Huambo
4023,chitado,Chitado
4024,luena,Luena
4025,mucusso,Mucusso
4026,ndalatando,Ndalatando
4027,ondjiva,Ondjiva
4028,mbanzacongo,Mbanza-Congo
4029,nzeto,Nzeto
4030,capendacamulemba,Capenda-Camulemba
4031,calulo,Calulo
4032,calucinga,Calucinga
4033,lubango,Lubango
4034,songo,Songo
4035,camabatela,Camabatela
4036,cacolo,Cacolo
4037,ambriz,Ambriz
4038,dondo,Dondo
4039,saurimo,Saurimo
4040,luanda,Luanda
4041,wakukungo,Waku Kungo
4042,muconda,Muconda
4043,quipungo,Quipungo
4044,uige,Uige
4045,quibala,Quibala
4046,menongue,Menongue
4047,sumbe,Sumbe
4048,luau,Luau
4049,caxito,Caxito
4050,cazombo,Cazombo
4051,malanje,Malanje
4052,lobito,Lobito
4053,soyo,Soyo
4054,kuito,Kuito
4055,cuitocaunavale,Cuito Caunavale
4056,chibemba,Chibemba
4057,chibia,Chibia
4058,camacupa,Camacupa
4059,cubal,Cubal
4060,namibe,Namibe
4061,tombua,Tombua
4062,lucapa,Lucapa
4063,dundo,Dundo
4064,sanjuan,San Juan
4065,losblancos,Los Blancos
4066,generalroca,General Roca
4067,ushuaia,Ushuaia
4068,santarosa,Santa Rosa
4069,28denoviembre,28 de Noviembre
4070,comondanteluispiedrabuena,Comondante Luis Piedrabuena
4071,riogallegos,Rio Gallegos
4072,santafe,Santa Fe
4073,parana,Parana
4074,sanlorenzo,San Lorenzo
4075,salta,Salta
4076,darregueira,Darregueira
4077,trelew,Trelew
4078,rawson,Rawson
4079,larioja,La Rioja
4080,villalonga,Villalonga
4081,viedma,Viedma
4082,sunchales,Sunchales
4083,riocolorado,Rio Colorado
4084,pedroluro,Pedro Luro
4085,sansalvadordejujuy,San Salvador de Jujuy
4086,resistencia,Resistencia
4087,posadas,Posadas
4088,pasoriomayo,Paso Rio Mayo
4089,venadotuerto,Venado Tuerto
4090,corrientes,Corrientes
4091,formosa,Formosa
4092,laslomitas,Las Lomitas
4093,laplata,La Plata
4094,mardeajo,Mar de Ajo
4095,cutralco,Cutral Co
4096,ingenierojacobacci,Ingeniero Jacobacci
4097,santiagodelestero,Santiago del Estero
4098,uspallata,Uspallata
4099,tucuman,Tucuman
4100,comallo,Comallo
4101,elmaiten,El Maiten
4102,mendoza,Mendoza
4103,neuquen,Neuquen
4104,cordoba,Cordoba
4105,catamarca,Catamarca
4106,villarumipal,Villa Rumipal
4107,sanluis,San Luis
4108,riotercero,Rio Tercero
4109,malargue,Malargue
4110,tinogasta,Tinogasta
4111,rinconada,Rinconada
4112,abrapampa,Abra Pampa
4113,humahuaca,Humahuaca
4114,libertadorgeneralsanmartin,Libertador General San Martin
4115,sanpedro,San Pedro
4116,susques,Susques
4117,choelechoel,Choele Choel
4118,generalconesa,General Conesa
4119,sanantoniooeste,San Antonio Oeste
4120,sierracolorado,Sierra Colorado
4121,sancarlosdebariloche,San Carlos de Bariloche
4122,puertomadryn,Puerto Madryn
4123,telsen,Telsen
4124,sarmiento,Sarmiento
4125,altoriosanguer,Alto Rio Sanguer
4126,gastre,Gastre
4127,pampadelinfierno,Pampa del Infierno
4128,charata,Charata
4129,presidenciaroquesaenzpena,Presidencia Roque Saenz Pena
4130,rodeo,Rodeo
4131,mercedes,Mercedes
4132,villamaria,Villa Maria
4133,lasheras,Las Heras
4134,chilecito,Chilecito
4135,ingenieroguillermonjuarez,Ingeniero Guillermo N. Juarez
4136,comandantefontana,Comandante Fontana
4137,belen,Belen
4138,chumbicha,Chumbicha
4139,riogrande,Rio Grande
4140,puertodeseado,Puerto Deseado
4141,peritomoreno,Perito Moreno
4142,puertosanjulian,Puerto San Julian
4143,gobernadorgregores,Gobernador Gregores
4144,sanmartin,San Martin
4145,lapaz,La Paz
4146,tunuyan,Tunuyan
4147,sanrafael,San Rafael
4148,generalpico,General Pico
4149,25demayo,25 de Mayo
4150,victorica,Victorica
4151,juanjosecastelli,Juan Jose Castelli
4152,victoria,Victoria
4153,eldorado,Eldorado
4154,trancas,Trancas
4155,chepes,Chepes
4156,chamical,Chamical
4157,sanfrancisco,San Francisco
4158,concordia,Concordia
4159,elcalafate,El Calafate
4160,chosmalal,Chos Malal
4161,laslajas,Las Lajas
4162,zapala,Zapala
4163,villacarlospaz,Villa Carlos Paz
4164,bellville,Bell Ville
4165,riocuarto,Rio Cuarto
4166,villaangela,Villa Angela
4167,concepciondeluruguay,Concepcion del Uruguay
4168,gualeguaychu,Gualeguaychu
4169,gualeguay,Gualeguay
4170,comodororivadavia,Comodoro Rivadavia
4171,esquel,Esquel
4172,anatuya,Anatuya
4173,dolores,Dolores
4174,chascomus,Chascomus
4175,chivilcoy,Chivilcoy
4176,lincoln,Lincoln
4177,goya,Goya
4178,frias,Frias
4179,vera,Vera
4180,reconquista,Reconquista
4181,montequemado,Monte Quemado
4182,campana,Campana
4183,zarate,Zarate
4184,lujan,Lujan
4185,mercedes,Mercedes
4186,sannicolas,San Nicolas
4187,pergamino,Pergamino
4188,chacabuco,Chacabuco
4189,junin,Junin
4190,sanramondelanuevaoran,San Ramon de la Nueva Oran
4191,tartagal,Tartagal
4192,joaquinvgonzalez,Joaquin V. Gonzalez
4193,generalguemes,General Guemes
4194,cerrillos,Cerrillos
4195,cafayate,Cafayate
4196,sanantoniodeloscobres,San Antonio de los Cobres
4197,altagracia,Alta Gracia
4198,azul,Azul
4199,lobos,Lobos
4200,veinticincodemayo,Veinticinco de Mayo
4201,nuevedejulio,Nueve de Julio
4202,mercedes,Mercedes
4203,mardelplata,Mar del Plata
4204,balcarce,Balcarce
4205,juarez,Juarez
4206,coronelsuarez,Coronel Suarez
4207,tandil,Tandil
4208,carhue,Carhue
4209,olavarria,Olavarria
4210,rafaela,Rafaela
4211,sanjusto,San Justo
4212,rosario,Rosario
4213,villaconstitucion,Villa Constitucion
4214,bahiablanca,Bahia Blanca
4215,puntaalta,Punta Alta
4216,tresarroyos,Tres Arroyos
4217,necochea,Necochea
4218,buenosaires,Buenos Aires
4219,eisenstadt,Eisenstadt
4220,innsbruck,Innsbruck
4221,bregenz,Bregenz
4222,salzburg,Salzburg
4223,linz,Linz
4224,wienerneustadt,Wiener Neustadt
4225,sanktpolten,Sankt Polten
4226,graz,Graz
4227,klagenfurt,Klagenfurt
4228,vienna,Vienna
4229,kingoonya,Kingoonya
4230,portdenison,Port Denison
4231,cairns,Cairns
4232,kwinana,Kwinana
4233,cranbourne,Cranbourne
4234,porthedland,Port Hedland
4235,portlincoln,Port Lincoln
4236,portmacquarie,Port Macquarie
4237,portpirie,Port Pirie
4238,portland,Portland
4239,proserpine,Proserpine
4240,busselton,Busselton
4241,byronbay,Byron Bay
4242,caboolture,Caboolture
4243,cooma,Cooma
4244,streakybay,Streaky Bay
4245,sunbury,Sunbury
4246,sydney,Sydney
4247,karumba,Karumba
4248,esperance,Esperance
4249,exmouth,Exmouth
4250,forbes,Forbes
4251,morawa,Morawa
4252,moree,Moree
4253,katherine,Katherine
4254,katoomba,Katoomba
4255,launceston,Launceston
4256,laverton,Laverton
4257,leeton,Leeton
4258,leonara,Leonara
4259,seymour,Seymour
4260,singleton,Singleton
4261,newcastle,Newcastle
4262,norseman,Norseman
4263,batemansbay,Batemans Bay
4264,bathurst,Bathurst
4265,griffith,Griffith
4266,whyalla,Whyalla
4267,wilcannia,Wilcannia
4268,katanning,Katanning
4269,bongaree,Bongaree
4270,bordertown,Bordertown
4271,boulia,Boulia
4272,bourke,Bourke
4273,mackay,Mackay
4274,southerncross,Southern Cross
4275,tweedheads,Tweed Heads
4276,ulladulla,Ulladulla
4277,victorharbor,Victor Harbor
4278,andamooka,Andamooka
4279,herveybay,Hervey Bay
4280,gunnedah,Gunnedah
4281,gympie,Gympie
4282,hallscreek,Halls Creek
4283,hamilton,Hamilton
4284,winton,Winton
4285,mudgee,Mudgee
4286,ivanhoe,Ivanhoe
4287,pannawonica,Pannawonica
4288,dubbo,Dubbo
4289,tomprice,Tom Price
4290,parkes,Parkes
4291,sale,Sale
4292,bendigo,Bendigo
4293,berri,Berri
4294,adelaide,Adelaide
4295,adelaideriver,Adelaide River
4296,albany,Albany
4297,burketown,Burketown
4298,burnie,Burnie
4299,penola,Penola
4300,perth,Perth
4301,peterborough,Peterborough
4302,scone,Scone
4303,scottsdale,Scottsdale
4304,narrabri,Narrabri
4305,narrogin,Narrogin
4306,townsville,Townsville
4307,traralgon,Traralgon
4308,centralcoast,Central Coast
4309,broome,Broome
4310,bunbury,Bunbury
4311,wyndham,Wyndham
4312,yamba,Yamba
4313,tumbybay,Tumby Bay
4314,forstertuncurry,Forster-Tuncurry
4315,bundaberg,Bundaberg
4316,yulara,Yulara
4317,richmond,Richmond
4318,richmond,Richmond
4319,rockhampton,Rockhampton
4320,roebourne,Roebourne
4321,roma,Roma
4322,cloncurry,Cloncurry
4323,cobram,Cobram
4324,coffsharbour,Coffs Harbour
4325,colac,Colac
4326,alicesprings,Alice Springs
4327,ararat,Ararat
4328,carnarvon,Carnarvon
4329,ceduna,Ceduna
4330,charleville,Charleville
4331,charterstowers,Charters Towers
4332,kalbarri,Kalbarri
4333,kununurra,Kununurra
4334,dalby,Dalby
4335,lithgow,Lithgow
4336,manjimup,Manjimup
4337,maitland,Maitland
4338,mandurah,Mandurah
4339,karratha,Karratha
4340,gawler,Gawler
4341,geelong,Geelong
4342,georgetown,Georgetown
4343,geraldton,Geraldton
4344,maryborough,Maryborough
4345,maryborough,Maryborough
4346,mcminnslagoon,McMinns Lagoon
4347,toowoomba,Toowoomba
4348,onslow,Onslow
4349,orange,Orange
4350,stawell,Stawell
4351,echuca,Echuca
4352,eidsvold,Eidsvold
4353,emerald,Emerald
4354,tamworth,Tamworth
4355,taree,Taree
4356,ballarat,Ballarat
4357,ballina,Ballina
4358,barcaldine,Barcaldine
4359,mountbarker,Mount Barker
4360,mountgambier,Mount Gambier
4361,mountisa,Mount Isa
4362,mountmagnet,Mount Magnet
4363,kempsey,Kempsey
4364,queanbeyan,Queanbeyan
4365,queenstown,Queenstown
4366,quilpie,Quilpie
4367,ravensthorpe,Ravensthorpe
4368,warrnambool,Warrnambool
4369,warwick,Warwick
4370,weipa,Weipa
4371,ouyen,Ouyen
4372,wollongong,Wollongong
4373,wonthaggi,Wonthaggi
4374,kiama,Kiama
4375,kimba,Kimba
4376,kingaroy,Kingaroy
4377,pinecreek,Pine Creek
4378,hobart,Hobart
4379,darwin,Darwin
4380,gingin,Gingin
4381,meekatharra,Meekatharra
4382,melbourne,Melbourne
4383,woomera,Woomera
4384,moranbah,Moranbah
4385,portaugusta,Port Augusta
4386,portdouglas,Port Douglas
4387,gladstone,Gladstone
4388,goldcoast,Gold Coast
4389,horsham,Horsham
4390,hughenden,Hughenden
4391,northam,Northam
4392,nowra,Nowra
4393,shepparton,Shepparton
4394,yeppoon,Yeppoon
4395,young,Young
4396,caloundra,Caloundra
4397,ingham,Ingham
4398,innisfail,Innisfail
4399,inverell,Inverell
4400,kingston,Kingston
4401,kingstonsoutheast,Kingston South East
4402,clare,Clare
4403,bowen,Bowen
4404,melton,Melton
4405,meningie,Meningie
4406,merimbula,Merimbula
4407,merredin,Merredin
4408,mildura,Mildura
4409,thargomindah,Thargomindah
4410,theodore,Theodore
4411,threesprings,Three Springs
4412,oatlands,Oatlands
4413,wagin,Wagin
4414,armidale,Armidale
4415,atherton,Atherton
4416,ayr,Ayr
4417,bairnsdale,Bairnsdale
4418,camooweal,Camooweal
4419,canberra,Canberra
4420,longreach,Longreach
4421,brisbane,Brisbane
4422,devonport,Devonport
4423,wallaroo,Wallaroo
4424,wangaratta,Wangaratta
4425,cowell,Cowell
4426,cowra,Cowra
4427,goondiwindi,Goondiwindi
4428,goulburn,Goulburn
4429,grafton,Grafton
4430,murraybridge,Murray Bridge
4431,muswellbrook,Muswellbrook
4432,windorah,Windorah
4433,bedourie,Bedourie
4434,newman,Newman
4435,birdsville,Birdsville
4436,kalgoorlie,Kalgoorlie
4437,biloela,Biloela
4438,smithton,Smithton
4439,bicheno,Bicheno
4440,deniliquin,Deniliquin
4441,brokenhill,Broken Hill
4442,swanhill,Swan Hill
4443,albury,Albury
4444,waggawagga,Wagga Wagga
4445,tumut,Tumut
4446,lismore,Lismore
4447,oranjestad,Oranjestad
4448,baku,Baku
4449,goranboy,Goranboy
4450,saki,Saki
4451,fuzuli,Fuzuli
4452,lankaran,Lankaran
4453,xocali,Xocali
4454,agdam,Agdam
4455,astara,Astara
4456,xocavand,Xocavand
4457,cabrayil,Cabrayil
4458,beylaqan,Beylaqan
4459,masalli,Masalli
4460,bilasuvar,Bilasuvar
4461,calilabad,Calilabad
4462,xizi,Xizi
4463,davaci,Davaci
4464,agsu,Agsu
4465,yevlax,Yevlax
4466,mingacevir,Mingacevir
4467,ganca,Ganca
4468,sumqayt,Sumqayt
4469,xacmaz,Xacmaz
4470,imisli,Imisli
4471,saatli,Saatli
4472,lacin,Lacin
4473,sarur,Sarur
4474,qubadli,Qubadli
4475,heydarabad,Heydarabad
4476,yardimli,Yardimli
4477,sahbuz,Sahbuz
4478,qivraq,Qivraq
4479,kapan,Kapan
4480,ordubad,Ordubad
4481,zangilan,Zangilan
4482,goycay,Goycay
4483,siyazan,Siyazan
4484,agdas,Agdas
4485,naftalan,Naftalan
4486,naxcivan,Naxcivan
4487,goygol,Goygol
4488,haciqabul,Haciqabul
4489,kurdamir,Kurdamir
4490,qobustan,Qobustan
4491,barda,Barda
4492,ucar,Ucar
4493,lerik,Lerik
4494,stepanakert,Stepanakert
4495,susa,Susa
4496,daskasan,Daskasan
4497,salyan,Salyan
4498,zardab,Zardab
4499,qusar,Qusar
4500,alibayramli,Ali Bayramli
4501,sabirabad,Sabirabad
4502,quba,Quba
4503,gadabay,Gadabay
4504,oguz,Oguz
4505,balakan,Balakan
4506,qax,Qax
4507,xirdalan,Xirdalan
4508,neftcala,Neftcala
4509,tartar,Tartar
4510,agcabadi,Agcabadi
4511,kalbacar,Kalbacar
4512,qazax,Qazax
4513,agstafa,Agstafa
4514,tovuz,Tovuz
4515,qabala,Qabala
4516,agdam,Agdam
4517,ismayilli,Ismayilli
4518,samux,Samux
4519,samkir,Samkir
4520,zaqatala,Zaqatala
4521,qabala,Qabala
4522,sarajevo,Sarajevo
4523,banjaluka,Banja Luka
